iso3,country_name,indicator,year,human_development_index
POL,Poland,eys,2019,16.0271492
PRT,Portugal,eys,2019,16.87122917
ROU,Romania,eys,2019,14.22990036
SRB,Serbia,eys,2019,14.65697002
SVK,Slovakia,eys,2019,14.51303959
SVN,Slovenia,eys,2019,17.65492058
SWE,Sweden,eys,2019,19.41852951
UKR,Ukraine,eys,2019,14.95656854
ALB,Albania,eys,2020,14.44799995
AUT,Austria,eys,2020,16.00795937
BEL,Belgium,eys,2020,19.60421944
BGR,Bulgaria,eys,2020,13.89729023
BIH,Bosnia and Herzegovina,eys,2020,13.8
CHE,Switzerland,eys,2020,16.50029945
CYP,Cyprus,eys,2020,15.64826965
CZE,Czechia,eys,2020,16.21968079
DEU,Germany,eys,2020,17.01013947
DNK,Denmark,eys,2020,18.71479988
ESP,Spain,eys,2020,17.91690063
EST,Estonia,eys,2020,15.92895985
FIN,Finland,eys,2020,19.05192947
FRA,France,eys,2020,15.81206989
GBR,United Kingdom,eys,2020,17.30971909
GRC,Greece,eys,2020,20.02878952
HRV,Croatia,eys,2020,15.11209965
HUN,Hungary,eys,2020,15.0336281
IRL,Ireland,eys,2020,18.94522095
ISL,Iceland,eys,2020,19.16305923
ITA,Italy,eys,2020,16.22678947
LTU,Lithuania,eys,2020,16.28506088
LUX,Luxembourg,eys,2020,14.39813995
LVA,Latvia,eys,2020,16.20252991
MKD,North Macedonia,eys,2020,13.62443234
MLT,Malta,eys,2020,16.83856964
MNE,Montenegro,eys,2020,15.08160973
NLD,Netherlands,eys,2020,18.69316522
NOR,Norway,eys,2020,18.18519974
POL,Poland,eys,2020,16.0271492
PRT,Portugal,eys,2020,16.87122917
ROU,Romania,eys,2020,14.22990036
SRB,Serbia,eys,2020,14.40009022
SVK,Slovakia,eys,2020,14.51303959
SVN,Slovenia,eys,2020,17.65492058
SWE,Sweden,eys,2020,19.41852951
UKR,Ukraine,eys,2020,14.95656854
ALB,Albania,eys,2021,14.44799995
AUT,Austria,eys,2021,16.00795937
BEL,Belgium,eys,2021,19.60421944
BGR,Bulgaria,eys,2021,13.89729023
BIH,Bosnia and Herzegovina,eys,2021,13.8
CHE,Switzerland,eys,2021,16.50029945
CYP,Cyprus,eys,2021,15.64826965
CZE,Czechia,eys,2021,16.21968079
DEU,Germany,eys,2021,17.01013947
DNK,Denmark,eys,2021,18.71479988
ESP,Spain,eys,2021,17.91690063
EST,Estonia,eys,2021,15.92895985
FIN,Finland,eys,2021,19.05192947
FRA,France,eys,2021,15.81206989
GBR,United Kingdom,eys,2021,17.30971909
GRC,Greece,eys,2021,20.02878952
HRV,Croatia,eys,2021,15.11209965
HUN,Hungary,eys,2021,15.0336281
IRL,Ireland,eys,2021,18.94522095
ISL,Iceland,eys,2021,19.16305923
ITA,Italy,eys,2021,16.22678947
LTU,Lithuania,eys,2021,16.28506088
LUX,Luxembourg,eys,2021,14.39813995
LVA,Latvia,eys,2021,16.20252991
MKD,North Macedonia,eys,2021,13.62443234
MLT,Malta,eys,2021,16.83856964
MNE,Montenegro,eys,2021,15.08160973
NLD,Netherlands,eys,2021,18.69316522
NOR,Norway,eys,2021,18.18519974
POL,Poland,eys,2021,16.0271492
PRT,Portugal,eys,2021,16.87122917
ROU,Romania,eys,2021,14.22990036
SRB,Serbia,eys,2021,14.40009022
SVK,Slovakia,eys,2021,14.51303959
SVN,Slovenia,eys,2021,17.65492058
SWE,Sweden,eys,2021,19.41852951
UKR,Ukraine,eys,2021,14.95656854
ALB,Albania,mys,2015,10.54743948
AUT,Austria,mys,2015,12.07699013
BEL,Belgium,mys,2015,11.89404011
BGR,Bulgaria,mys,2015,11.18832016
BIH,Bosnia and Herzegovina,mys,2015,9.291910172
CHE,Switzerland,mys,2015,13.71187973
CYP,Cyprus,mys,2015,11.86548042
CZE,Czechia,mys,2015,12.67333984
DEU,Germany,mys,2015,14.08201981
DNK,Denmark,mys,2015,12.63831997
ESP,Spain,mys,2015,9.912139893
EST,Estonia,mys,2015,13.48861027
FIN,Finland,mys,2015,12.63366985
FRA,France,mys,2015,11.33419037
GBR,United Kingdom,mys,2015,12.97976335
GRC,Greece,mys,2015,10.74370956
HRV,Croatia,mys,2015,11.65574329
HUN,Hungary,mys,2015,11.84778976
IRL,Ireland,mys,2015,11.28944651
ISL,Iceland,mys,2015,13.18435363
ITA,Italy,mys,2015,10.3059597
LTU,Lithuania,mys,2015,12.95541
LUX,Luxembourg,mys,2015,12.45672989
LVA,Latvia,mys,2015,12.87024021
MKD,North Macedonia,mys,2015,9.365814209
MLT,Malta,mys,2015,11.21442032
MNE,Montenegro,mys,2015,11.7216987
NLD,Netherlands,mys,2015,12.13512993
NOR,Norway,mys,2015,12.77120972
POL,Poland,mys,2015,12.92106485
PRT,Portugal,mys,2015,8.986729622
ROU,Romania,mys,2015,10.98408985
SRB,Serbia,mys,2015,11.01756954
SVK,Slovakia,mys,2015,12.63834
SVN,Slovenia,mys,2015,12.56729984
SWE,Sweden,mys,2015,12.35441017
UKR,Ukraine,mys,2015,11.16389722
ALB,Albania,mys,2016,10.72752833
AUT,Austria,mys,2016,12.11466026
BEL,Belgium,mys,2016,11.98532009
BGR,Bulgaria,mys,2016,11.23243999
BIH,Bosnia and Herzegovina,mys,2016,9.692919731
CHE,Switzerland,mys,2016,13.66668034
CYP,Cyprus,mys,2016,12.08658028
CZE,Czechia,mys,2016,12.73709011
DEU,Germany,mys,2016,14.1321497
DNK,Denmark,mys,2016,13.16281986
ESP,Spain,mys,2016,10.01107979
EST,Estonia,mys,2016,13.51035023
FIN,Finland,mys,2016,12.68652487
FRA,France,mys,2016,11.35085964
GBR,United Kingdom,mys,2016,13.07054679
GRC,Greece,mys,2016,10.25430012
HRV,Croatia,mys,2016,11.78733331
HUN,Hungary,mys,2016,11.88941002
IRL,Ireland,mys,2016,11.36181815
ISL,Iceland,mys,2016,13.32010517
ITA,Italy,mys,2016,10.39278984
LTU,Lithuania,mys,2016,13.10509968
LUX,Luxembourg,mys,2016,12.84430344
LVA,Latvia,mys,2016,12.93480968
MKD,North Macedonia,mys,2016,9.538281441
MLT,Malta,mys,2016,11.28810978
MNE,Montenegro,mys,2016,11.83377704
NLD,Netherlands,mys,2016,12.18412018
NOR,Norway,mys,2016,12.81906033
POL,Poland,mys,2016,13.00481987
PRT,Portugal,mys,2016,9.112580299
ROU,Romania,mys,2016,11.08049011
SRB,Serbia,mys,2016,11.13010025
SVK,Slovakia,mys,2016,12.71166039
SVN,Slovenia,mys,2016,12.66755009
SWE,Sweden,mys,2016,12.41359997
UKR,Ukraine,mys,2016,11.15577802
ALB,Albania,mys,2017,10.91069206
AUT,Austria,mys,2017,12.15911961
BEL,Belgium,mys,2017,12.23692989
BGR,Bulgaria,mys,2017,11.24269962
BIH,Bosnia and Herzegovina,mys,2017,9.752649784
CHE,Switzerland,mys,2017,13.73318529
CYP,Cyprus,mys,2017,12.18473005
CZE,Czechia,mys,2017,12.78682041
DEU,Germany,mys,2017,14.10476494
DNK,Denmark,mys,2017,13.011765
ESP,Spain,mys,2017,10.07671499
EST,Estonia,mys,2017,13.55548
FIN,Finland,mys,2017,12.73937988
FRA,France,mys,2017,11.40970039
GBR,United Kingdom,mys,2017,13.16133022
GRC,Greece,mys,2017,10.54285765
HRV,Croatia,mys,2017,11.92040895
HUN,Hungary,mys,2017,11.97945499
IRL,Ireland,mys,2017,11.4341898
ISL,Iceland,mys,2017,13.4558567
ITA,Italy,mys,2017,10.47961998
LTU,Lithuania,mys,2017,13.18838978
LUX,Luxembourg,mys,2017,12.65323261
LVA,Latvia,mys,2017,13.05903006
MKD,North Macedonia,mys,2017,9.710748672
MLT,Malta,mys,2017,11.56434488
MNE,Montenegro,mys,2017,11.94692704
NLD,Netherlands,mys,2017,12.25356531
NOR,Norway,mys,2017,12.94715977
POL,Poland,mys,2017,13.04480243
PRT,Portugal,mys,2017,9.218230247
ROU,Romania,mys,2017,11.14865017
SRB,Serbia,mys,2017,11.16240025
SVK,Slovakia,mys,2017,12.76618004
SVN,Slovenia,mys,2017,12.70028973
SWE,Sweden,mys,2017,12.48604965
UKR,Ukraine,mys,2017,11.14765882
ALB,Albania,mys,2018,11.09698316
AUT,Austria,mys,2018,12.20790482
BEL,Belgium,mys,2018,12.30630493
BGR,Bulgaria,mys,2018,11.29952653
BIH,Bosnia and Herzegovina,mys,2018,9.812379837
CHE,Switzerland,mys,2018,13.79969025
CYP,Cyprus,mys,2018,12.28287983
CZE,Czechia,mys,2018,12.8280654
DEU,Germany,mys,2018,14.07738018
DNK,Denmark,mys,2018,12.86071014
ESP,Spain,mys,2018,10.1423502
EST,Estonia,mys,2018,13.65631008
FIN,Finland,mys,2018,12.80649996
FRA,France,mys,2018,11.50988007
GBR,United Kingdom,mys,2018,13.24292692
GRC,Greece,mys,2018,10.83141518
HRV,Croatia,mys,2018,12.05498697
HUN,Hungary,mys,2018,12.06949997
IRL,Ireland,mys,2018,11.50796839
ISL,Iceland,mys,2018,13.59160824
ITA,Italy,mys,2018,10.56645012
LTU,Lithuania,mys,2018,13.29162661
LUX,Luxembourg,mys,2018,12.82510172
LVA,Latvia,mys,2018,13.18325043
MKD,North Macedonia,mys,2018,9.883215904
MLT,Malta,mys,2018,11.84057999
MNE,Montenegro,mys,2018,12.06115893
NLD,Netherlands,mys,2018,12.32301044
NOR,Norway,mys,2018,12.97539473
POL,Poland,mys,2018,13.08478498
PRT,Portugal,mys,2018,9.144709587
ROU,Romania,mys,2018,11.21188498
SRB,Serbia,mys,2018,11.26613522
SVK,Slovakia,mys,2018,12.86622047
SVN,Slovenia,mys,2018,12.75198507
SWE,Sweden,mys,2018,12.54788494
UKR,Ukraine,mys,2018,11.13953963
ALB,Albania,mys,2019,11.28645502
AUT,Austria,mys,2019,12.25669003
BEL,Belgium,mys,2019,12.37567997
BGR,Bulgaria,mys,2019,11.35635344
BIH,Bosnia and Herzegovina,mys,2019,10.17434978
CHE,Switzerland,mys,2019,13.85966015
CYP,Cyprus,mys,2019,12.36152506
CZE,Czechia,mys,2019,12.86931038
DEU,Germany,mys,2019,14.09096691
DNK,Denmark,mys,2019,12.91060019
ESP,Spain,mys,2019,10.37387514
EST,Estonia,mys,2019,13.60237026
FIN,Finland,mys,2019,12.87362003
FRA,France,mys,2019,11.61005974
GBR,United Kingdom,mys,2019,13.32452361
GRC,Greece,mys,2019,11.11997271
HRV,Croatia,mys,2019,12.19108434
HUN,Hungary,mys,2019,12.15954494
IRL,Ireland,mys,2019,11.58222303
ISL,Iceland,mys,2019,13.72735977
ITA,Italy,mys,2019,10.65328026
LTU,Lithuania,mys,2019,13.39486345
LUX,Luxembourg,mys,2019,13.01519217
LVA,Latvia,mys,2019,13.25271988
MKD,North Macedonia,mys,2019,10.05568314
MLT,Malta,mys,2019,12.02542019
MNE,Montenegro,mys,2019,12.17648306
NLD,Netherlands,mys,2019,12.4523201
NOR,Norway,mys,2019,13.00362968
POL,Poland,mys,2019,13.12476754
PRT,Portugal,mys,2019,9.327420235
ROU,Romania,mys,2019,11.27511978
SRB,Serbia,mys,2019,11.36987019
SVK,Slovakia,mys,2019,12.91141987
SVN,Slovenia,mys,2019,12.80368042
SWE,Sweden,mys,2019,12.60972023
UKR,Ukraine,mys,2019,11.13142043
ALB,Albania,mys,2020,11.28645502
AUT,Austria,mys,2020,12.25669003
BEL,Belgium,mys,2020,12.37567997
BGR,Bulgaria,mys,2020,11.41318035
BIH,Bosnia and Herzegovina,mys,2020,10.53631973
CHE,Switzerland,mys,2020,13.85966015
CYP,Cyprus,mys,2020,12.44017029
CZE,Czechia,mys,2020,12.86931038
DEU,Germany,mys,2020,14.09096691
DNK,Denmark,mys,2020,12.96049023
ESP,Spain,mys,2020,10.60540009
EST,Estonia,mys,2020,13.54843044
FIN,Finland,mys,2020,12.87362003
FRA,France,mys,2020,11.61005974
GBR,United Kingdom,mys,2020,13.4061203
GRC,Greece,mys,2020,11.40853024
HRV,Croatia,mys,2020,12.19108434
HUN,Hungary,mys,2020,12.24958992
IRL,Ireland,mys,2020,11.58222303
ISL,Iceland,mys,2020,13.76716995
ITA,Italy,mys,2020,10.7401104
LTU,Lithuania,mys,2020,13.49810028
LUX,Luxembourg,mys,2020,13.01519217
LVA,Latvia,mys,2020,13.25271988
MKD,North Macedonia,mys,2020,10.22815037
MLT,Malta,mys,2020,12.21026039
MNE,Montenegro,mys,2020,12.17648306
NLD,Netherlands,mys,2020,12.58162975
NOR,Norway,mys,2020,13.00362968
POL,Poland,mys,2020,13.1647501
PRT,Portugal,mys,2020,9.575940132
ROU,Romania,mys,2020,11.27511978
SRB,Serbia,mys,2020,11.36987019
SVK,Slovakia,mys,2020,12.91141987
SVN,Slovenia,mys,2020,12.80368042
SWE,Sweden,mys,2020,12.60972023
UKR,Ukraine,mys,2020,11.13142043
ALB,Albania,mys,2021,11.28645502
AUT,Austria,mys,2021,12.25669003
BEL,Belgium,mys,2021,12.37567997
BGR,Bulgaria,mys,2021,11.41318035
BIH,Bosnia and Herzegovina,mys,2021,10.53631973
CHE,Switzerland,mys,2021,13.85966015
CYP,Cyprus,mys,2021,12.44017029
CZE,Czechia,mys,2021,12.86931038
DEU,Germany,mys,2021,14.09096691
DNK,Denmark,mys,2021,12.96049023
ESP,Spain,mys,2021,10.60540009
EST,Estonia,mys,2021,13.54843044
FIN,Finland,mys,2021,12.87362003
FRA,France,mys,2021,11.61005974
GBR,United Kingdom,mys,2021,13.4061203
GRC,Greece,mys,2021,11.40853024
HRV,Croatia,mys,2021,12.19108434
HUN,Hungary,mys,2021,12.24958992
IRL,Ireland,mys,2021,11.58222303
ISL,Iceland,mys,2021,13.76716995
ITA,Italy,mys,2021,10.7401104
LTU,Lithuania,mys,2021,13.49810028
LUX,Luxembourg,mys,2021,13.01519217
LVA,Latvia,mys,2021,13.25271988
MKD,North Macedonia,mys,2021,10.22815037
MLT,Malta,mys,2021,12.21026039
MNE,Montenegro,mys,2021,12.17648306
NLD,Netherlands,mys,2021,12.58162975
NOR,Norway,mys,2021,13.00362968
POL,Poland,mys,2021,13.1647501
PRT,Portugal,mys,2021,9.575940132
ROU,Romania,mys,2021,11.27511978
SRB,Serbia,mys,2021,11.36987019
SVK,Slovakia,mys,2021,12.91141987
SVN,Slovenia,mys,2021,12.80368042
SWE,Sweden,mys,2021,12.60972023
UKR,Ukraine,mys,2021,11.13142043
ALB,Albania,gnipc,2015,12016.2976
AUT,Austria,gnipc,2015,52450.23877
BEL,Belgium,gnipc,2015,50027.9913
BGR,Bulgaria,gnipc,2015,19798.96986
BIH,Bosnia and Herzegovina,gnipc,2015,12719.39655
CHE,Switzerland,gnipc,2015,70410.26815
CYP,Cyprus,gnipc,2015,34243.04912
CZE,Czechia,gnipc,2015,33841.91996
DEU,Germany,gnipc,2015,52200.62642
DNK,Denmark,gnipc,2015,54690.48924
ESP,Spain,gnipc,2015,37383.58643
EST,Estonia,gnipc,2015,30361.38783
FIN,Finland,gnipc,2015,45628.12268
FRA,France,gnipc,2015,44323.97472
GBR,United Kingdom,gnipc,2015,44136.35045
GRC,Greece,gnipc,2015,28208.72
HRV,Croatia,gnipc,2015,24734.00015
HUN,Hungary,gnipc,2015,26281.74257
IRL,Ireland,gnipc,2015,55490.8464
ISL,Iceland,gnipc,2015,48904.51421
ITA,Italy,gnipc,2015,39796.6249
LTU,Lithuania,gnipc,2015,29301.09772
LUX,Luxembourg,gnipc,2015,74254.42678
LVA,Latvia,gnipc,2015,25952.38949
MKD,North Macedonia,gnipc,2015,14686.7385
MLT,Malta,gnipc,2015,37716.50048
MNE,Montenegro,gnipc,2015,18649.82217
NLD,Netherlands,gnipc,2015,52989.64531
NOR,Norway,gnipc,2015,66756.61403
POL,Poland,gnipc,2015,26821.51433
PRT,Portugal,gnipc,2015,30186.54091
ROU,Romania,gnipc,2015,23639.21976
SRB,Serbia,gnipc,2015,14858.915
SVK,Slovakia,gnipc,2015,28268.82624
SVN,Slovenia,gnipc,2015,32738.32843
SWE,Sweden,gnipc,2015,51490.20301
UKR,Ukraine,gnipc,2015,11671.55321
ALB,Albania,gnipc,2016,12484.6242
AUT,Austria,gnipc,2016,53662.57417
BEL,Belgium,gnipc,2016,50509.14666
BGR,Bulgaria,gnipc,2016,20532.41676
BIH,Bosnia and Herzegovina,gnipc,2016,13215.3302
CHE,Switzerland,gnipc,2016,68993.42475
CYP,Cyprus,gnipc,2016,35044.10672
CZE,Czechia,gnipc,2016,34856.11653
DEU,Germany,gnipc,2016,53349.82314
DNK,Denmark,gnipc,2016,55471.41408
ESP,Spain,gnipc,2016,38616.27705
EST,Estonia,gnipc,2016,31594.42466
FIN,Finland,gnipc,2016,46502.46698
FRA,France,gnipc,2016,44814.41572
GBR,United Kingdom,gnipc,2016,44729.56153
GRC,Greece,gnipc,2016,28194.52399
HRV,Croatia,gnipc,2016,25176.61379
HUN,Hungary,gnipc,2016,27615.68144
IRL,Ireland,gnipc,2016,59305.86957
ISL,Iceland,gnipc,2016,52768.75433
ITA,Italy,gnipc,2016,41115.42705
LTU,Lithuania,gnipc,2016,30786.23947
LUX,Luxembourg,gnipc,2016,77076.00087
LVA,Latvia,gnipc,2016,27395.61007
MKD,North Macedonia,gnipc,2016,14934.67765
MLT,Malta,gnipc,2016,36635.29704
MNE,Montenegro,gnipc,2016,18948.91492
NLD,Netherlands,gnipc,2016,53067.077
NOR,Norway,gnipc,2016,64795.49042
POL,Poland,gnipc,2016,27466.79559
PRT,Portugal,gnipc,2016,31170.51606
ROU,Romania,gnipc,2016,24814.66283
SRB,Serbia,gnipc,2016,15294.10288
SVK,Slovakia,gnipc,2016,28602.60814
SVN,Slovenia,gnipc,2016,34095.07338
SWE,Sweden,gnipc,2016,51813.28127
UKR,Ukraine,gnipc,2016,11649.48105
ALB,Albania,gnipc,2017,12802.14831
AUT,Austria,gnipc,2017,53665.02668
BEL,Belgium,gnipc,2017,50904.68909
BGR,Bulgaria,gnipc,2017,20986.65463
BIH,Bosnia and Herzegovina,gnipc,2017,13638.41935
CHE,Switzerland,gnipc,2017,68167.80327
CYP,Cyprus,gnipc,2017,37163.37655
CZE,Czechia,gnipc,2017,36626.68558
DEU,Germany,gnipc,2017,54335.96281
DNK,Denmark,gnipc,2017,56568.41589
ESP,Spain,gnipc,2017,39543.65687
EST,Estonia,gnipc,2017,33040.70655
FIN,Finland,gnipc,2017,47593.88701
FRA,France,gnipc,2017,45584.57087
GBR,United Kingdom,gnipc,2017,45771.00186
GRC,Greece,gnipc,2017,28461.45581
HRV,Croatia,gnipc,2017,26760.92548
HUN,Hungary,gnipc,2017,28307.73017
IRL,Ireland,gnipc,2017,61729.40784
ISL,Iceland,gnipc,2017,53923.22172
ITA,Italy,gnipc,2017,41812.97134
LTU,Lithuania,gnipc,2017,32541.17287
LUX,Luxembourg,gnipc,2017,82296.95125
LVA,Latvia,gnipc,2017,28601.52573
MKD,North Macedonia,gnipc,2017,15084.56736
MLT,Malta,gnipc,2017,38304.2029
MNE,Montenegro,gnipc,2017,20086.50445
NLD,Netherlands,gnipc,2017,55507.09027
NOR,Norway,gnipc,2017,66403.54684
POL,Poland,gnipc,2017,28817.10086
PRT,Portugal,gnipc,2017,32269.04155
ROU,Romania,gnipc,2017,26756.30966
SRB,Serbia,gnipc,2017,15538.46624
SVK,Slovakia,gnipc,2017,29516.49964
SVN,Slovenia,gnipc,2017,35849.55565
SWE,Sweden,gnipc,2017,52849.39299
UKR,Ukraine,gnipc,2017,12032.75473
ALB,Albania,gnipc,2018,13302.70596
AUT,Austria,gnipc,2018,54587.74445
BEL,Belgium,gnipc,2018,51249.2268
BGR,Bulgaria,gnipc,2018,21585.23735
BIH,Bosnia and Herzegovina,gnipc,2018,14303.17629
CHE,Switzerland,gnipc,2018,67771.6548
CYP,Cyprus,gnipc,2018,38543.68022
CZE,Czechia,gnipc,2018,37668.16678
DEU,Germany,gnipc,2018,54981.27749
DNK,Denmark,gnipc,2018,57549.14584
ESP,Spain,gnipc,2018,40234.64314
EST,Estonia,gnipc,2018,34552.40442
FIN,Finland,gnipc,2018,48369.87096
FRA,France,gnipc,2018,46162.6579
GBR,United Kingdom,gnipc,2018,46225.87833
GRC,Greece,gnipc,2018,28566.21672
HRV,Croatia,gnipc,2018,27784.40613
HUN,Hungary,gnipc,2018,29638.3262
IRL,Ireland,gnipc,2018,64098.84282
ISL,Iceland,gnipc,2018,56492.26004
ITA,Italy,gnipc,2018,42450.93247
LTU,Lithuania,gnipc,2018,33963.01256
LUX,Luxembourg,gnipc,2018,81398.52451
LVA,Latvia,gnipc,2018,29894.57755
MKD,North Macedonia,gnipc,2018,15457.19391
MLT,Malta,gnipc,2018,40070.42113
MNE,Montenegro,gnipc,2018,20925.34711
NLD,Netherlands,gnipc,2018,56614.38413
NOR,Norway,gnipc,2018,68999.19641
POL,Poland,gnipc,2018,30369.76617
PRT,Portugal,gnipc,2018,33134.17013
ROU,Romania,gnipc,2018,27979.14701
SRB,Serbia,gnipc,2018,16565.63064
SVK,Slovakia,gnipc,2018,30556.82948
SVN,Slovenia,gnipc,2018,37411.31252
SWE,Sweden,gnipc,2018,53050.91638
UKR,Ukraine,gnipc,2018,12455.66945
ALB,Albania,gnipc,2019,13485.31124
AUT,Austria,gnipc,2019,55323.03915
BEL,Belgium,gnipc,2019,52434.09838
BGR,Bulgaria,gnipc,2019,22731.96643
BIH,Bosnia and Herzegovina,gnipc,2019,14849.1165
CHE,Switzerland,gnipc,2019,68432.68312
CYP,Cyprus,gnipc,2019,39568.03192
CZE,Czechia,gnipc,2019,38505.63917
DEU,Germany,gnipc,2019,55564.96736
DNK,Denmark,gnipc,2019,58650.26154
ESP,Spain,gnipc,2019,40725.59088
EST,Estonia,gnipc,2019,35879.58776
FIN,Finland,gnipc,2019,48901.80936
FRA,France,gnipc,2019,46963.19576
GBR,United Kingdom,gnipc,2019,47251.76897
GRC,Greece,gnipc,2019,29102.85675
HRV,Croatia,gnipc,2019,28898.00521
HUN,Hungary,gnipc,2019,31464.44259
IRL,Ireland,gnipc,2019,67253.22253
ISL,Iceland,gnipc,2019,58055.06597
ITA,Italy,gnipc,2019,43121.80118
LTU,Lithuania,gnipc,2019,35705.28941
LUX,Luxembourg,gnipc,2019,76018.56437
LVA,Latvia,gnipc,2019,31058.91587
MKD,North Macedonia,gnipc,2019,15981.25068
MLT,Malta,gnipc,2019,40611.11949
MNE,Montenegro,gnipc,2019,21772.62933
NLD,Netherlands,gnipc,2019,57039.03195
NOR,Norway,gnipc,2019,66481.78169
POL,Poland,gnipc,2019,31838.9708
PRT,Portugal,gnipc,2019,34078.58487
ROU,Romania,gnipc,2019,29442.20491
SRB,Serbia,gnipc,2019,17314.26844
SVK,Slovakia,gnipc,2019,31112.82476
SVN,Slovenia,gnipc,2019,38439.64415
SWE,Sweden,gnipc,2019,54222.71686
UKR,Ukraine,gnipc,2019,12964.43614
ALB,Albania,gnipc,2020,12996.76291
AUT,Austria,gnipc,2020,51574.18306
BEL,Belgium,gnipc,2020,49391.99684
BGR,Bulgaria,gnipc,2020,22020.49393
BIH,Bosnia and Herzegovina,gnipc,2020,14381.63676
CHE,Switzerland,gnipc,2020,65011.21711
CYP,Cyprus,gnipc,2020,36519.29668
CZE,Czechia,gnipc,2020,37551.07049
DEU,Germany,gnipc,2020,53077.54364
DNK,Denmark,gnipc,2020,58143.77306
ESP,Spain,gnipc,2020,36515.96007
EST,Estonia,gnipc,2020,35131.82128
FIN,Finland,gnipc,2020,47946.32854
FRA,France,gnipc,2020,43047.83087
GBR,United Kingdom,gnipc,2020,42374.7622
GRC,Greece,gnipc,2020,26680.88796
HRV,Croatia,gnipc,2020,27185.25054
HUN,Hungary,gnipc,2020,30487.04684
IRL,Ireland,gnipc,2020,67735.8762
ISL,Iceland,gnipc,2020,54141.4547
ITA,Italy,gnipc,2020,39900.63273
LTU,Lithuania,gnipc,2020,36076.54329
LUX,Luxembourg,gnipc,2020,80285.84238
LVA,Latvia,gnipc,2020,31101.79957
MKD,North Macedonia,gnipc,2020,15310.7911
MLT,Malta,gnipc,2020,35645.06549
MNE,Montenegro,gnipc,2020,18546.1188
NLD,Netherlands,gnipc,2020,53503.64286
NOR,Norway,gnipc,2020,62572.93547
POL,Poland,gnipc,2020,31164.47794
PRT,Portugal,gnipc,2020,31636.80056
ROU,Romania,gnipc,2020,28358.50064
SRB,Serbia,gnipc,2020,17665.40411
SVK,Slovakia,gnipc,2020,29801.09302
SVN,Slovenia,gnipc,2020,36992.83331
SWE,Sweden,gnipc,2020,52359.21296
UKR,Ukraine,gnipc,2020,12718.46051
ALB,Albania,gnipc,2021,14131.11039
AUT,Austria,gnipc,2021,53618.67138
BEL,Belgium,gnipc,2021,52293.39977
BGR,Bulgaria,gnipc,2021,23078.95595
BIH,Bosnia and Herzegovina,gnipc,2021,15241.91465
CHE,Switzerland,gnipc,2021,66933.00454
CYP,Cyprus,gnipc,2021,38188.42152
CZE,Czechia,gnipc,2021,38745.21386
DEU,Germany,gnipc,2021,54534.21682
DNK,Denmark,gnipc,2021,60364.78595
ESP,Spain,gnipc,2021,38353.60164
EST,Estonia,gnipc,2021,38048.26372
FIN,Finland,gnipc,2021,49452.16672
FRA,France,gnipc,2021,45937.05273
GBR,United Kingdom,gnipc,2021,45224.76564
GRC,Greece,gnipc,2021,29002.48545
HRV,Croatia,gnipc,2021,30132.28814
HUN,Hungary,gnipc,2021,32789.01063
IRL,Ireland,gnipc,2021,76168.98443
ISL,Iceland,gnipc,2021,55782.04981
ITA,Italy,gnipc,2021,42839.51441
LTU,Lithuania,gnipc,2021,37931.30359
LUX,Luxembourg,gnipc,2021,84649.47467
LVA,Latvia,gnipc,2021,32803.23423
MKD,North Macedonia,gnipc,2021,15917.75283
MLT,Malta,gnipc,2021,38884.45623
MNE,Montenegro,gnipc,2021,20838.80129
NLD,Netherlands,gnipc,2021,55979.411
NOR,Norway,gnipc,2021,64660.10622
POL,Poland,gnipc,2021,33033.96081
PRT,Portugal,gnipc,2021,33154.53343
ROU,Romania,gnipc,2021,30027.29131
SRB,Serbia,gnipc,2021,19123.02747
SVK,Slovakia,gnipc,2021,30690.48552
SVN,Slovenia,gnipc,2021,39746.01987
SWE,Sweden,gnipc,2021,54489.37401
UKR,Ukraine,gnipc,2021,13255.50977
ALB,Albania,gdi_group,2021,1.0
AUT,Austria,gdi_group,2021,1.0
BEL,Belgium,gdi_group,2021,1.0
BGR,Bulgaria,gdi_group,2021,1.0
BIH,Bosnia and Herzegovina,gdi_group,2021,3.0
CHE,Switzerland,gdi_group,2021,2.0
CYP,Cyprus,gdi_group,2021,2.0
CZE,Czechia,gdi_group,2021,1.0
DEU,Germany,gdi_group,2021,1.0
DNK,Denmark,gdi_group,2021,1.0
ESP,Spain,gdi_group,2021,1.0
EST,Estonia,gdi_group,2021,1.0
FIN,Finland,gdi_group,2021,1.0
FRA,France,gdi_group,2021,1.0
GBR,United Kingdom,gdi_group,2021,1.0
GRC,Greece,gdi_group,2021,2.0
HRV,Croatia,gdi_group,2021,1.0
HUN,Hungary,gdi_group,2021,1.0
IRL,Ireland,gdi_group,2021,1.0
ISL,Iceland,gdi_group,2021,1.0
ITA,Italy,gdi_group,2021,2.0
LTU,Lithuania,gdi_group,2021,2.0
LUX,Luxembourg,gdi_group,2021,1.0
LVA,Latvia,gdi_group,2021,1.0
MKD,North Macedonia,gdi_group,2021,3.0
MLT,Malta,gdi_group,2021,1.0
MNE,Montenegro,gdi_group,2021,1.0
NLD,Netherlands,gdi_group,2021,2.0
NOR,Norway,gdi_group,2021,1.0
POL,Poland,gdi_group,2021,1.0
PRT,Portugal,gdi_group,2021,1.0
ROU,Romania,gdi_group,2021,1.0
SRB,Serbia,gdi_group,2021,1.0
